job,count
background screening researcher,1
retail sales representative,1
"post person (real-work, dogs-bite)",1
supermarket worker (tan-tights-were-obligatory),1
civil servant (salt-of-the earth),1
productivity engineer (stopwatch-basher),1
charity administrator (jack-of-all-trades),1
radar systems trainer,1
aerial rigger,1
jobs our team has had:,1
sports therapist,1
taekwondo instructor,1
stud secretary,1
ice cream server,1
sweet shop assistant (so great!),1
sailing instructor @sailingtrust,1
shore staff @condor_ferries,1
building surveyor,1
uxo risk management @6_alpha,1
- cafe worker for eurotunnel,1
- special constable,1
- groundskeeper/cleaner at a zoo,1
- us national park service ranger,1
- bookie,1
supermarket checkout chick,1
cat care assistant (volunteer),1
zookeeper (volunteer),1
trying to figure out my next move.... 🤔,1
nhs employee,1
candle holder seller,1
newspaper route,1
stock boy at a roadside fruit/vegetable stand,1
dishwasher in a hospital kitchen,1
laborer for a pool construction company (1 day),1
grill man at robert moses beach (1 day),1
bowling alley porter,1
internet radio tech,1
event bartender,1
offshore surveyor,1
worked in a cafe at weekends (when at school),1
hotel receptionist ,1
global commercial manager ,1
factory metal stamper,1
truck loader,1
entomologist,1
retail assistant in a kids clothes shop.,1
festival accommodation officer ,1
hotel receptionist,1
pa/administrator,1
medical staffing coordinator,1
retail at the hogle zoo,1
law clerk,1
server at culvers,1
banker 👎👎👎👎,1
special ed aid/cooking teacher,1
quasar/lazer tag controller ,1
chinese takeaway delivery driver,1
gp’s secretary,1
retail associate 👗,1
telemarketer ☎️,1
customer service rep 😌,1
certified nursing assistant 🏥,1
party host,1
disney cast member,1
"toys""r""us kid",1
dad (by far my fave) https://t.co/i6bdlyspzy,1
"florist - first sat job, absolute dream ",1
cleaner at ford transit factory - lasted 3 days,1
marketing for unfold - https://t.co/zpd2jvkheb a'dam mag,1
chief sort-out-everything-digital for the rolling stones - 🤘,1
founder @letsgo_thisway - check it out 👀,1
till worker,1
boss,1
ceptic tank cleaner,1
arcade game fixer,1
public archivist,1
museum registrar,1
content creator,1
café assistant,1
bar worker,1
marketing strategist,1
sold entry tickets into an antique warehouse,1
stacked shelves in tesco,1
made wiring looms for toyota car alarms,1
school cleaner,1
qa technician at iceland foods depot (my 1st proper job post uni),1
paperboy at one stop,1
sales assistant at one stop,1
telecommunications engineer at sepura,1
youtuber/streamer,1
customer assistant in the cinema,1
broadcast assistant in radio,1
festival co-ordinator in a theatre,1
social media content producer for a breastpump company,1
marketing/events coordinator at a sixth form college,1
shoveling sh**e (amongst other duties) as a young lad on a dairy farm in co wicklow (summer job aged 14),1
bagging turf on sallygap,1
checking numbers in a bingo club in england,1
working in a packaging factory ,1
sontaran trooper/assistant to art dept - shakedown return of the sontarans.,1
featured background artist in 6 episodes of bbc drama all the small things.,1
volunteer at charity shop.,1
boom operator on drugs awareness video. ,1
theme park ticket baller,1
zoo educator/interpreter,1
pet care technician,1
primate keeper,1
listening ear 👂🏻 ,1
pastor ✝️,1
advocates for justice 💬,1
helping hand 🤝,1
tea maker ☕️,1
call centre operator,1
healthcare assistant (nursing home),1
excavator (archaeology),1
biological anthropology &amp; anatomy demonstrator (university),1
government admin,1
world of warcraft game master,1
head of learning and teaching &amp; lecturer at anglia ruskin uni london,1
fantasy author,1
sausage seller,1
door to door double glazing window sales person (one day),1
government pr person,1
beauty consultant at selfridges,1
bingo hall cashier,1
pet food taster,1
post deliverer,1
paper deliverer,1
sweet shop sales person,1
worked behind a bar,1
fingerprint officer for gmp,1
media buying and planning,1
run my own online retail business,1
"dry cleaners, customer service &amp; bagging clothes",1
vocalist with greenport summer band (volunteer),1
"library clerk, circulation &amp; data entry",1
"adult educ. intern, kennedy center for the performing arts",1
"music teacher, pre-k - 8",1
chicken farm worker,1
fast-food fry cook,1
u.s. army paratrooper,1
military operational planner,1
freelance writer/editor,1
jewellers assistant 5. sign writer  #5jobsivehad #careers #jobhunting,1
guy that puts fliers under your windshield wipers (sorry),1
guy that flips burgers and makes blizzards at dairy queen,1
night desk worker in a residence hall,1
stock boy,1
post office counter clerk ,1
sales assistant at boots chemist,1
beauty consultant for charles of the ritz ,1
cashier at leeds permanent building society,1
customer adviser at halifax building society,1
fudge shop worker. 🍫,1
bartender. 🍻,1
tv runner. 📺🏃‍♀️,1
online english teacher. 👩‍🏫,1
freelance content writer! 💻,1
flower harvester,1
archaeology assistant,1
promotional writer,1
art supplies demonstrator ,1
bagel bar...uh...shmear person ,1
tech store cashier,1
lawyer https://t.co/cpi3dzoofx,1
financial content writer ,1
fashion journalist ,1
magazine assistant ,1
theatre critic ,1
agricultural science teacher,1
@njffa specialist,1
@camposwegatchie kitchen staff,1
@4h summer assistant,1
@cornellcals greenhouse work study employee,1
"football coupons/pools office manager, littlewoods, vernons.",1
waiter in a bar (robinsons. belfast),1
med. lab. tech.,1
"software solution sales vp, n. america.",1
plumber’s assistant,1
steak delivery place’s phone answer-person ,1
restaurant franchisee,1
graphic designer in advertising ,1
freelance cartoonist/illustrator,1
petrol pump attendant ,1
storeman,1
radio presenter ,1
football commentator,1
gestionnaire de domaine public ,1
contrôleur des transports,1
agent du cadastre,1
responsable de boutique sfr,1
vendeur de voitures,1
@clarksshoes 👞,1
@argos_online 🛍️,1
newsagent shelf stacker 🗞️,1
data entry for membership management 👩🏼‍💻,1
@aftertheplague1 part-time data wrangler 💀,1
janitor at factory (15),1
boardwalk amusement ride operator (18),1
apple/imac salesperson  (30),1
help file writer (35),1
customer service  (all wages),1
event and theater lighting tech,1
circuit city warehouse monkey,1
middle manager ,1
visitor assistant ,1
hairdresser ,1
cleaner(x2),1
curtain maker ,1
labourer on building site ,1
children’s play scheme organizer ,1
caretaker on housing estate ,1
manager of bookshop ,1
marine biologist,1
property management,1
md,1
exterminator ,1
desktop support ,1
oilfield software sales and support ,1
"wrote a payroll program for a garbage company (need a good, not angry, “mind blown” emoji) https://t.co/2ilr2ovss1",1
mitarbeiterin in der schul-mensa,1
stromableserin,1
kassiererin bei rewe,1
nachtbereitschaft im wohnheim,1
pädagogin,1
theme park ticket senior,1
tv extra,1
venepuncturist,1
speeding ticket issuer ,1
microficher,1
admin person,1
support worker for disabled students ,1
kindergarten teacher,1
publisher’s assistant ,1
newspaper designer,1
trucking company load planner ,1
garden centre manager,1
irish dance teacher,1
graphic designer at small batch distillery,1
2d artist on an indie game,1
logistics broker,1
farm worker,1
darkroom assistant,1
textile designer,1
exhibition designer ,1
jobs i have had...,1
dock hand,1
pub bouncer / doorman ,1
house painter ,1
fish n chip shop (not with a guy called elvis),1
tea lady wheeling a trolley around offices,1
polishing car parts,1
managing a temporary skate park,1
driving a mobile library,1
- gin bar staff (not to be confused with gym bar! 😂),1
- ticket sales at london zoo,1
- manager for the christmas experience at london zoo (kinda a promotion? 🤔),1
- garden centre sales staff (you dream scan compost bags after a bank holiday),1
- events waitress,1
media monitoring editor,1
events crew,1
officer cadet,1
charity intern,1
qa person,1
boots photo lab assistant (pre digital) ,1
porn writer ,1
sub editor for x factor magazine ,1
content manager in travel ,1
travel blogger wooooooo ,1
selling plants in a garden centre,1
occupational therapist in the nhs,1
helping to organise prince charles' visit to pakistan,1
english teacher in an orphanage,1
careers consultant,1
university extramural lecturer,1
museum curator,1
restaurateur,1
corner shop guy 🛒,1
home insurance sorter-outer 🏠,1
bookies' pr fanboy 🐴,1
recruitment marketing hero 🙌,1
dressing in a shark suit 🦈,1
greggs shop assistant,1
student liaison officer,1
@realmrecruit person ,1
hamster tamer,1
pub (various),1
fairground worker,1
political campaigner,1
physiotherapist,1
elf,1
sales assistant in music shop,1
volunteer coral reef surveyor,1
magazine editor,1
worked in a fish and chip shop,1
ran a kids club at a holiday park in europe,1
press officer for council,1
child minder,1
puppeteer,1
county councillor,1
investigator,1
musical dinner theatre actor,1
trial attorney,1
architectural intern,1
worked in greggs ,1
hotel receptionist general dogs body ,1
sold advertising - haven't we all? ,1
travel agent ,1
organised holidays for special needs adults ,1
burger king 🍔,1
safeway 🛒,1
english teacher 💬,1
university development assistant 📊,1
self employed jewellery maker @coryographies 📚💍 https://t.co/6rlhfomghx,1
waitress at an indian restaurant ,1
admin at an ed service,1
acquired brain injury support worker,1
quality governance admin ,1
phd/gta!,1
sales assistant at a clothes shop ,1
sales assistant at a different clothes shop ,1
health carer,1
admin/receptionist at law firm ,1
customer service advisor at a bank ,1
waitressing,1
nhs volunteer,1
assistant photographer,1
coffee bar,1
accounts office ,1
tomato picker,1
newsboy,1
window factory worker (both wood and plastic),1
bakery employee,1
machine operator ,1
waitress in a 4 ⭐️ restaurant,1
till jockey in 🐯 in stephen's green (take me back!),1
reservations at a 4 star hotel (i reinvented that job description and made it 40% more efficient),1
freelance illustrator #5jobsivehad,1
trolley boy and then freezer stacker at somerfields (a levels),1
hospital porter (uni holidays),1
teacher for 20 years......,1
supported learning assistant,1
food and beverage staff,1
scarefest host/christmas host,1
lunchtime supervisor,1
archery saturday assistant,1
jcpenney photographer,1
machining shipping clerk,1
kindercare preschool teacher,1
barnes &amp; noble bookseller,1
middle school english teacher,1
social care assistant ,1
industrial query advisor,1
bartender ,1
 cashier at save-a-lot,1
baker at quincy's,1
financial litigation consultant,1
registered dietitian,1
careers guidance officer,1
youth project worker,1
freelance film/game reviewer,1
hairdressing assistant,1
jobs i had and i liked most and the year i started the job,1
world traveller and digital nomad 2015,1
"fundraiser in south america 1978 (yes, i was 18 then) ",1
project manager urban renewal 2001,1
state politician 2007,1
 advisor to the city council 2012,1
head hostess,1
legal recruiter ,1
christian bookshop sales assistant,1
taxi firm telephone handler ,1
sainsbury’s checkout cashier ,1
promotional staff member ,1
travel writer,1
pr director,1
aprentice printer ,1
~ furniture shop/funeral home,1
after hours factory cleaner,1
dj ,1
no money in fake ids,1
had to lift dead man into coffin,1
crashed forklift,1
could not leave my morals at home,1
musicgoneshite,1
@mcdonalds waitress,1
@coles check-out chick,1
@naagovau receptionist/educator,1
commercial field archaeologist,1
documentary film crew (pa &amp; 2nd camera),1
sales assistant at a pet shop (1st saturday job mostly loved it),1
bartender (meh),1
factory worker (hated it),1
book seller (meh),1
therapeutic support worker working with looked after children &amp; young people (loved it),1
border service agent,1
skating rink security,1
animal shelter staff (feline specialist),1
doggy daycare staff,1
social media manager &amp; translator for pr firm,1
veterinary technician (vet nurse yo),1
onion chopper in a hotdog van in landsdown/thezoo,1
professional keyboard teacher,1
extra on fair city ,1
waitress in a spaghetti factory,1
selling christmas trees,1
match tester ,1
putting dimples in golf balls ,1
promoted to putting fur on tennis balls ,1
dolphin trainer,1
"financial auditor (from assistant to manager, but that's the same job, right?)",1
invoicing &amp; finance team manager (same company),1
sunday dinner washer upper ,1
waitress in an italian restaurant ,1
barmaid in a manor house,1
bauble decorator over a christmas in australia,1
graphic designer aaalllll the time,1
shelf filling in a card shop!,1
cleaning in a small local hotel,1
selling bikes in toys r us,1
"a paper round, which 20 years ago i got paid £7.50 for half an hours work, quite possibly my most highly paid job to date 🤣",1
junior assistant at a hair salon    2. party leader at a soft play.              3. english teacher in japan.                  4. swim coach and lifeguard at summer camp usa.                           5. lifeguard at nuffield #5jobsivehad,1
swimming instructor/ lifeguard,1
industrial robotics sales,1
startup- video data analytics,1
"ceo and founder of https://t.co/2jbnionu1k, modern real estate platform. ",1
law firm receptionist,1
system tester,1
user experience designer,1
life coach,1
teaching assistant work experience ,1
adult learning assistant ,1
telephone box restorer ,1
administration apprentice ,1
- cast member at the disney store,1
elderly care assistant.                      2. learning disability care assistant. ,1
photographer's assistant,1
efl teacher,1
maker of pub quizzes,1
rose seller,1
bar worker ,1
library page (shelving books),1
horse farm groom (digging manure),1
waitress (serving food),1
blogger (writing and pitching),1
ontario travel call centre staff (everything you need to know about provincial parks),1
floristry assistant,1
starter chef,1
potato sorter ,1
admin in a power station,1
boundary umpire.                  2. bank teller.               3.sales assistant.                      4. actor.                                        5. primary school teacher.       #5jobsivehad,1
warehouse bitch at a factory that made fake hips and knees,1
so many call centres,1
feminist campaigner,1
"freelance editor (current, and best, job!)",1
nursery nurse ,1
residential care worker at an all boys residential children’s home ,1
cse practitioner with barnardos ,1
senior youth domestic abuse advocate ,1
current job- e-liquid brand designer,1
self employed odd job designer,1
working in a shitty vinyl printers,1
designing newspaper adverts for people who probably appeared on watchdog at some point,1
testing amazon returns that people had spat on,1
dogsbody at an off licence ,1
uni careers guidance office receptionist ,1
bank cashier,1
address label checker and printer,1
prepacked sandwich maker,1
start rite kids shoe fitter,1
faulty flash nozzle helpline operator,1
tampon box packer,1
parking ticket appeal assessor,1
frozen bread baker,1
pulled pints in a bar ,1
worked on a supermarket checkout ,1
sold mobile phones,1
telesales for a catalogue co.,1
glass collector/bar staff  ,1
solicitor                                               4. trainer                                                5. carer,1
bagel sandwich maker,1
door to door salesperson (carbon monoxide detectors,1
campus walkhome staff,1
bar staff at wetherspoons,1
keelelink leader / aimhigher ambassador ,1
customer service for online bingo/casino,1
english/music gcse&amp;alevel teacher ,1
residential childcare worker https://t.co/risfkzbupg,1
janitor/carpet cleaner (5 years),1
internet marketing,1
seo and analytics,1
business owner/writer (since 2011),1
philosophy lecturer ,1
online learning designer/developer,1
project manager  ,1
"server/cashier (tim's, bp, etc.)",1
sales associate (50% discount at @pseudioinfo in high school was 👌),1
brand ambassador (all university) ,1
ahl team game crew,1
retail supervisor,1
musician &amp; music teacher ,1
branding consultant ,1
skin performer ,1
assasin,1
care assistant.,1
domestic assistant.,1
retail/customer assistant.,1
election vote counter (do they have a proper title?),1
babysitter.,1
lol,1
current position,1
laser tag marshall,1
checkout cashier,1
showroom sales advisor,1
kitchen &amp; bathroom designer,1
quantity surveyor,1
ice cream vendor,1
insurance agent ,1
heavyweight trucker ,1
devops engineer,1
shop worker,1
worked in a pet shop,1
sold wooden sculptures on my uncles stall ,1
strippagram for bexleyheath telegrams,1
"barman in the three tuns, beckenham",1
trainee manager at sainsbury's,1
waitress (lots. from all-you-can-eat pizza buffet to posh silver service),1
market seller on a knicker stall ,1
season ticket sales at celtic park ,1
organisational development manager,1
school librarian,1
telesales 📞,1
customer service advisor at m&amp;s 🛍️,1
website designer 🖱️,1
art installation assistant 🎨,1
television production manager 📺,1
care home assistant,1
retail assistant in usa ,1
nursery assistant ,1
paralegal / trainee solicitor https://t.co/gstzbqoyam,1
ball diamond concession gal,1
@sportchek sales associate ,1
 inventory manager for dad's aviation biz,1
@thewillowsgolf lounge waitress,1
filing clerk in rbs,1
greggs known as braggs back then,1
softplay area assistant ,1
lunchtime supervisor ,1
grease monkey,1
general labourer (construction site),1
debonairs delivery driver,1
electrician,1
cashier in the cash office of a department store,1
balloon modeller / stilt walker,1
waitress (so many waitressing jobs...),1
pretend bartender when i was 6 ,1
"environmentalist, bug collector. specifically love bugs. (7yo) ",1
retail worker 🤮 ,1
wasps archnemesis ,1
wanna be youtuber ,1
gate attendant at a public pool,1
poll worker,1
student driver in the netherlands,1
kids soccer referee,1
hostess at a (bad) mediterranean fusion restaurant,1
cleaning lady,1
sensei attempting to entertain japanese toddlers,1
freelance efl adaptations writer,1
macdonald's,1
some sort of passing out flyers on the street thing,1
worked in an undertakers,1
security for crowded house ,1
to manually place and seal thousands of rates demands into envelopes ,1
to impersonate the duke of sussex and get married to another imposter.,1
"to pack 40,000+ itemised dentures in order into boxes.",1
barista (pret aged 18) ,1
hostess (dishoom aged 21) ,1
bar maid (the marksman aged 22),1
admin &amp; events (crowther ltd aged 27),1
paralegal (sperrin law now aged 29) ,1
started a ye company at school making &amp; selling door signs for profit.,1
bar staff.,1
buying greetings cards in bulk &amp; selling for profit.,1
waitress (very bad).,1
driver for events company.,1
office/post room clerk,1
audit technician (uk/europe),1
gas jockey at co-op 2. summer lawn mower 3. grill master at harvey’s 4. hockey media manager 5. ctv jack-of-all-trades.,1
hotel pr person,1
singles’ event planner,1
cleaner whilst at school (ick 🤢),1
saturday girl at new look,1
full time book girl at whsmiths 🤓,1
office junior at a solicitors,1
"jack of all trades (admin, shipping, pa, bit of everything) at a mens toiletry company ",1
assistant karate instructor,1
groundskeeper,1
life insurance sales agent,1
product photography assistant,1
substitute teacher,1
caddie,1
dish washer at buffet resteraunt,1
shelf stocker and book show helper at local bookstore.,1
sales assistant at baseball cap shop.,1
sales assistant at jewllery cart.,1
sales assistant at children's clothes store.,1
sales assistant at pine furniture store.,1
mum - 2000 to present.,1
cafe/waiter,1
social media/ops assistant,1
project creation champion (whatever that means),1
operations manager,1
business change manager https://t.co/twyrrql9dl,1
snack bar worker,1
lifeguard/swim instructor/swim coach,1
"editor-in-chief of a tiny, unknown lit mag",1
"health insurance customer service rep (terrible job, great life-skill builder)",1
littlewoods shop assistant ,1
waitress/barmaid,1
art gallery receptionist,1
grape picker,1
mailroom letter-stuffer,1
singer/entertainer,1
giant bear for a shoe shop 🤣,1
dementia care trainer in care homes/hospices,1
retail concession manager ,1
currently part of #team258 with @258group 💜 https://t.co/wpg95dadmo,1
canskate coach @skatecanada ,1
telemarketer (wanted to cry everyday),1
barista @costacoffee  ,1
barre instructor #localbarreyxe ,1
paper person,1
checkout assistant,1
school site agent,1
first and trainer,1
apprenticeship assessor/tutor,1
florist - streetside flower shop,1
weed puller - landscaping company,1
customer service - best buy,1
prep cook / dish washer - chipotle,1
teller - wells fargo bank,1
mcdonald’s ,1
apprentice in a hotel (1 day) ,1
assistant manager kfc ,1
tuck shop assistant,1
office mover,1
school it installer ,1
skeleton scrubber,1
children's play centre attendant (i was freddie frog!),1
fitness instructor/personal trainer,1
post-graduate researcher,1
probation service officer,1
nhs service redesign manager,1
sold double glazing ,1
sealing envelopes for a week,1
breakdown agent for a tyre company ,1
sales advisor for ravel ,1
gas station pump attendant ,1
quality technician (offshore oil &amp; gas industry),1
safety technician (offshore oil &amp; gas industry),1
diet technician,1
warehouse assistant ,1
sales office assistant  ,1
sia security officer ,1
nhs secretary,1
bar staff at lyceum ballroom,1
shop assisstent (build a bear) ,1
customer service assistant ,1
paediatric nurse ,1
junior football coach,1
matchday ticket sales,1
computer aided design technician,1
acoustic technical consultant,1
(current) barista,1
that's it,1
screaming my f**king head off for @manutd,1
jobs that i’ve had...,1
shop assistant in a chemist,1
cleaner in a nursing home,1
nursing assistant,1
receptionist in a hair dressers,1
nurse on a surgical ward #justforfun #5jobsivehad #memorylane,1
assistant-optician,1
photo lab technician &amp; frames salesperson,1
it support &amp; c# trainee,1
ikea salesperson matresses/wardrobes,1
ran a school tuck shop,1
worked in wimpey ,1
delivered cards for a mini cab company,1
filing clerk for lloyds of london ,1
salesman at watches of switzerland,1
camp councilor - about 6 times,1
costume shop - in a theater,1
retailer - outdoor company,1
educator,1
customer service at blockbuster,1
 sales at t-mobile and later ee,1
area development manager for sony mobile,1
doctor of thuganomics,1
zoo camp counselor,1
trail crew member,1
animal care technician,1
conservation laborer,1
janitorial,1
sturgeon hatchery technician,1
wetlands research technician,1
waste water manager,1
monday,1
tuesday,1
winter,1
1998-2019,1
adulting,1
news distribution operative,1
waste redistribution operative,1
space shuttle paint mixing software author,1
latex inflation specialist,1
dropper of high altitude teddy bears,1
basketball coach,1
radio speaker,1
professor of philosophy,1
communications leader,1
commercial manager,1
publix bagger,1
bagel commissary worker,1
print shop employee,1
head hunter,1
woolworths shop assistant 🍬 ,1
barman in a gay club 🍻🏳️‍🌈 ,1
operator in a fish factory 🐟🤢,1
microbiologist 🦠🧫 ,1
biomedical research centre quality assurance manager 💊👩‍⚕️ ,1
bowling alley mechanic,1
lab tech/supplemental instructor ,1
sr. software engineer,1
little league baseball field groundskeeper,1
electronics department clerk,1
web/database programmer,1
tarot card reader,1
bdsm model,1
news and features reporter 🤓,1
film and music critic 📽️ ,1
retail adviser and assistant 👗,1
full-time cat mum 😸 https://t.co/gkhklspko7,1
reporter for a local newspaper ,1
marketing and sales assistant for a group of car dealerships,1
art supplies catalogue production officer ,1
marketing and student recruitment officer for a university ,1
internal communications manager,1
) pizza delivery driver,1
web graphic designer ,1
astronaut,1
underwater explorer,1
meteorologist,1
film star https://t.co/avsnkskghk,1
security guard at a race course,1
steel works shut down crew ,1
waiter in a jazz club,1
systems accountant,1
call center monkey,1
helpdesk monkey,1
internal it monkey,1
msp monkey,1
super msp monkey,1
sales assistant (and social media guru) at buywise domestics,1
bookmaker,1
holiday kids club assistant,1
supplying you with great music opportunities,1
teaching you with our syncr masterclasses,1
connecting you with the music industry,1
making dreams come true,1
awfully replicating memes,1
tree nurseryman,1
photographic printer,1
sausage maker,1
tomato grower / horticulturalist,1
police station assistant,1
retail (multiple),1
) stage manager,1
worked a hot dog stand,1
cleaned houses,1
private tutoring,1
freelance contributor to a children's magazine,1
digital brand ambassador for a major food retailer,1
it intern for a government organisation,1
student ambassador for my su,1
babysitting (miss it),1
@michaelsstores (still miss people &amp; employee discount),1
#quidditch instructor (irl for a summer camp),1
science instructor (still miss it!),1
it helpdesk (never again!!!),1
- bartender (loved this job). ,1
- musician.  ,1
"- kiltmaker (still sew on occasion, family business, you’ll have seen the tweets).   ",1
- dancer.        ,1
"- customer service (homebase, didn’t know a thing about diy, did find myself a husband there though). ",1
garde manger,1
perl/tcl/ksh trainer,1
fry cook,1
newspaper boy,1
theatre school assistant,1
disney store “cast member” and “visual merchandiser”,1
jazz dance teacher,1
starving musician,1
ups pre-loader,1
strength &amp; conditioning coach,1
trainee teacher,1
learning support assistant ,1
barmen ,1
higher education champion,1
sales assistant at boots ( 2 week experience with my school ),1
retail assistant at primark,1
nursery assistant at a nursery ( 1 week experience with my college),1
sales assistant at home bargains   ,1
... waiting 😂😜,1
campaign executive,1
pharmacy assistant (shoppers drug mart for those canucks),1
admin in the engineering department of big pharma,1
cashier at university bookshop,1
youth speaker @freethechildren into various ngo jobs... https://t.co/urpkuxoxg6,1
tesco checkout operator,1
waitress (for buffets at a water company in maple cross),1
michelin breakdown service assistant: lorry drivers on roads in france. a temp job involving speaking french. fab job!,1
hr assistant (shell rijswijk),1
"jobs i had: bean picker, furniture shop assistant, sausage roll maker (never eaten one since!) kiosk attendant for photographs taken by beach photographers, van driver collecting camera films from chemists in north kent. #5jobsivehad",1
roadie,1
stage lighting designer,1
hotel pot washer,1
sales rep ,1
english teacher tesol,1
 hair washer,1
office assistant ,1
copyright clerk,1
media coordinator                                   #5jobsivehad,1
office admin,1
hardware engineer/manager,1
warehouse supervisor.... yes i can drive a forklift!,1
office admin - social media wrangler,1
disability support specialist ,1
web editor (but really cartoonist/ whatever i wasn't too busy to do) at my college newspaper/radio,1
junior graphic designer at an ad agency specializing in race horses,1
newspaper layout designer,1
stocker,1
retail manager,1
marketing coordinator ,1
writer ,1
jobs i still have #slasher #doesitall #5jobsivehad,1
navvie,1
it novice,1
it guru,1
gaoler,1
putting posh pens into boxes,1
washing up in a paper mill canteen after the night shift,1
classical music retailer,1
medical secretary/administrator,1
medical translator,1
selling perfume door-to-door 👃,1
"dishwasher at ford, dagenham 🚗 ",1
steward at lords 🏏 ,1
"waiter at chiquitos, leic sq 🌶",1
sorter at the post office 📮,1
stayin' alive https://t.co/md4idjdfio,1
office junior at a polythene company,1
'shaky shark' at blackpool sea life centre,1
beauty salon owner and lead therapist,1
community development team administrator ,1
picker and packer for lloyds pharmaceuticals,1
installing cat5 cabling for office networks,1
sales advisor for a major sports retailer,1
13yrs working for @cpwtweets and @dixonscarphone ,1
currently working for @258group #team258,1
payment processing manager at bank,1
account manager at bank,1
import manager at a furniture company,1
marketing strategist ,1
m&amp;s lingerie sales assistant (not a bad 1st job for a 17yr old young man),1
police officer,1
superyacht broker in monaco,1
hedge fund manager,1
spanish &amp; russian translator/interpreter,1
lighting technician,1
music venue manager,1
exterior excavator and plumber,1
fitness engineer,1
photography/film instructor  ✍️👩‍🏫 📸🎬🎥,1
hotel night auditor  ✍️🤵‍♀️💷📚🖥️,1
@royalnavy rating (logistics)  ✍️👩‍⚕️⚓️🇬🇧📦🚚🚢,1
@rnlogsjobs officer  ✍️👮‍♀️⚓️🇬🇧👉👆👈 ,1
#screenwriter/#filmmaker  ✍️👩‍💻🎬🎥🎭,1
call center advisor,1
client services officer,1
investment administrator                    being an elf was the best job ever ,1
door-to-door charity sales  ,1
banking customer services adviser,1
business planning manager https://t.co/vot4neslz7,1
tripp suitcase assistant,1
- bar staff and waitress,1
specsavers assistant,1
- theatre royal actor,1
windsor castle staff,1
chip-eating pub waitress,1
price-stickering my best friends face at a gift shop and then forgetting and serving customers,1
publishing sales-bod,1
freelance editor,1
mother. toughest job so far. #5jobsivehad,1
heavy metal band roadie,1
benefit fraud investigator,1
cop,1
corporate trainer/help desk supervisor,1
payroll/benefits administrator,1
 publicity/social media agent https://t.co/di9lrfykuv,1
sales advisor in retail,1
office junior in recruitment,1
branch administrator in recruitment,1
hr administrator in a games company,1
admin and digital marketing manager in recruitment,1
jobs que j'ai fait :,1
policier sur union,1
sapeur-pompier ,1
journaliste ,1
agent de sécurité ,1
ambulancier chez park ems,1
creative designer,1
student graphic designer,1
vdu operator,1
narrator of books for blind students,1
bookseller (@waterstones),1
library reader development officer (@bradfordlibs247),1
freelance writer ,1
marketing apprentice,1
digital marketing assistant,1
digital marketing exec ,1
running a farm dairy,1
recording studio tape operative,1
retail floorspace surveyor,1
planning enforcement manager,1
session backing vocalist.,1
trainee accountant (yawn),1
pa for a wedding dress designer (fun!),1
medical receptionist (got shouted at lots),1
internet cafe manager (lasted about two months),1
contact lens manufacturer (less technical and interesting than it sounds) https://t.co/mtqwminhxw,1
footballer,1
pirate,1
sheriff,1
super hero,1
space,1
teacher of english to adults (luxembourg etc),1
postman (uk),1
football 'commentator' (el salvador),1
rent a car person (in which i sometimes got to stand in arrivals holding a name up) (spain) ,1
primary school ict/av technician (mexico),1
teaching fellow,1
marketing and pr assistant,1
business apprentice,1
receptionist/administrator,1
film and digital media manager ,1
global communications manager ,1
bbc complaints handler 🙈,1
tea room server ,1
video games retailer ,1
student representive,1
disability adviser,1
supermarket assistant,1
financial services headhunter,1
probation services administrator,1
youtuber (does this one count? 🤔),1
hotel front desk,1
ramen waitress,1
rights assistant,1
publishing product developer,1
paper round gal,1
chef at a lavender farm,1
marketing and outreach officer https://t.co/jmgngf9nhc,1
assembling pacifiers in a factory,1
phone interviewer,1
sales assistant at dorothy perkins,1
clearing an old storage unit at a secure hospital,1
assistant at a needle exchange service,1
solicitor,1
head of chopping lower part of the leg off dead chickens,1
occasionally stirring massive vats of paint lead (nights),1
chip production operative  ,1
loading peter werth loafers onto a lorry manager,1
head of speed garage,1
mp's office manager,1
social media monkey,1
 estate agent,1
 grip,1
 assistant director,1
 director,1
 magazine contributor,1
video store assistant,1
photo lab technician,1
a/v technician,1
deliverer of newspapers,1
maker of sandwiches,1
customer service for lighting manufacturer,1
bookkeeper for mower repair shop,1
organiser of furniture manufacture for interior design company,1
diswasher/kitchen assistant ,1
labourer. ,1
civil servant. ,1
legal secretary,1
bar promo person (person who stands outside a bar &amp; annoys people to come in),1
editorial assistant ,1
editor https://t.co/t90afoz81e,1
plastic injection moulding factory worker,1
bar staff/waitress,1
photography business owner,1
big mac construction specialist,1
pizza delivery agent,1
small-town newspaper guy,1
classroom english corrector,1
overseer of general education,1
packer in a pop factory,1
hostess in a new orleans nightclub.,1
advertising sales person for the independent,1
caravan cleaner ,1
criminal lawyer,1
customer service representative (blockbuster),1
art department assistant (bbc),1
creative intern (nbc),1
social media manager (amc),1
promo producer (everywhere...) https://t.co/dk6latiwey,1
deli counter assistant.                                   2. packing contact lenses.                  3. shoe shop assistant.                     4. telephone sales (double glazing),1
lawyer.                                              #5jobsivehad,1
"support worker, (social care)",1
staff nurse (rnmh),1
taxi driver (self employed--along time before uber),1
export manager for a retail firm,1
shop worker https://t.co/7bcclituma,1
nursery assistant (i lasted 2 weeks) ,1
back to the waitress job,1
healthcare assistant,1
qualified nurse   ,1
999 operator,1
landlady,1
owner of an ironing service,1
